"Country","Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Samoa","2021","0","9","13","0","64","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","5","27","0","0","33","0","0","0"
"Saudi Arabia","2021","8","3","26","8","239","15","19","0","0","72","16","0","0","0","87","11","12","8","10","4","3","37","30","58","25","0","18","0","4","8","0","68","0","106","23","0","39","4","13","55","0","0","0","0","11","180","0","0","84","31","0","10","0"
"Senegal","2021","0","0","5","0","40","15","6","0","6","18","57","0","0","0","9","17","0","5","29","6","0","79","28","29","7","0","10","0","0","6","0","39","0","310","33","0","95","4","0","27","0","27","0","0","18","53","0","0","29","9","0","12","0"
"Serbia","2021","0","3","25","0","133","12","5","0","0","118","11","0","3","4","153","15","3","0","3","0","4","17","25","18","6","0","6","0","0","14","0","36","0","131","10","3","22","0","6","22","0","0","3","0","10","31","3","0","20","18","0","19","0"
"Serbia and Montenegro (former)","2021","0","0","16","0","76","7","23","0","0","47","10","0","0","0","44","9","0","3","4","0","0","6","14","32","0","0","9","0","0","8","7","24","0","144","3","0","23","0","4","15","0","4","0","0","0","14","0","0","14","19","0","6","0"
"Sierra Leone","2021","0","0","12","0","57","5","7","10","10","9","42","0","0","0","3","3","3","3","0","0","0","328","44","4","20","0","5","0","0","4","3","73","3","129","29","9","63","0","8","120","0","3","0","0","4","70","0","0","171","20","0","6","0"
"Singapore","2021","0","0","8","0","94","5","3","0","0","10","6","0","0","0","7","0","0","0","0","0","0","5","8","0","5","0","3","0","0","3","0","15","0","35","3","0","0","0","6","4","0","3","0","0","4","27","5","0","6","19","0","0","0"
"Slovakia","2021","0","0","8","0","55","12","20","0","0","60","7","0","0","0","16","0","0","0","0","3","0","11","8","4","4","0","5","0","0","7","3","49","0","59","8","0","4","0","6","21","0","0","3","0","0","14","0","0","6","4","0","3","0"
"Slovenia","2021","0","0","3","0","23","3","0","0","0","7","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"Somalia","2021","0","7","82","0","88","116","4","0","0","3","36","0","0","8","28","16","51","17","172","0","90","9","76","29","1907","0","89","0","155","3","4","0","0","97","26","75","514","0","91","44","0","0","0","27","39","111","33","22","37","310","0","144","0"
"South Africa","2021","10","6","56","13","401","69","37","6","7","332","112","0","12","10","52","28","11","17","37","14","9","46","68","33","30","4","22","8","15","23","8","64","0","122","92","17","27","15","33","49","0","6","33","9","16","237","20","6","72","69","6","23","3"
"South Sudan","2021","0","0","7","0","0","0","0","0","0","0","3","0","0","0","0","0","10","0","4","0","7","3","5","4","7","0","0","0","14","0","0","0","0","0","4","3","0","0","0","4","0","0","0","4","5","9","0","0","0","6","0","0","0"
"Soviet Union (former)","2021","3","13","30","0","401","40","32","0","9","201","25","0","5","4","67","9","0","5","3","6","0","50","103","17","14","3","22","0","0","25","6","86","5","296","38","0","34","0","32","104","0","5","13","9","5","67","7","6","68","194","4","15","0"
"Spain","2021","0","0","28","3","461","35","33","0","21","548","34","0","9","9","62","13","8","7","4","11","6","41","96","23","10","0","11","0","3","6","4","127","6","254","32","0","12","0","22","43","16","8","11","3","8","142","18","5","50","50","0","16","0"
"Sri Lanka","2021","4","0","16","8","377","10","36","0","4","51","27","0","3","0","33","6","5","19","12","5","0","91","50","32","20","3","15","0","6","17","4","116","0","257","30","0","24","8","16","19","0","0","0","0","12","112","4","0","36","44","0","18","0"
"Sudan","2021","4","0","66","0","112","76","24","0","5","38","32","0","0","10","37","19","111","21","18","0","6","68","35","36","43","3","28","0","79","5","13","52","0","140","69","14","39","9","6","78","0","3","0","14","38","150","34","0","167","41","0","15","0"
"Suriname","2021","0","0","0","0","5","0","4","0","0","29","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","8","0","83","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sweden","2021","4","0","21","3","332","21","26","0","6","123","17","0","5","8","17","4","4","0","4","4","0","13","19","21","13","0","0","0","0","4","6","23","0","95","15","0","13","5","12","18","0","5","7","0","6","52","10","0","20","47","0","10","0"
"Switzerland","2021","0","0","6","0","118","12","12","0","3","64","7","0","4","0","10","0","0","0","0","0","0","0","16","6","3","0","3","0","0","3","0","16","3","60","4","0","5","0","3","14","0","0","0","0","0","28","0","0","11","16","0","4","0"
"Syria","2021","7","4","165","10","1099","20","60","10","0","213","38","0","0","16","208","22","3","9","52","10","15","43","86","182","19","0","23","0","10","21","7","189","5","191","44","0","112","20","30","158","0","28","4","0","18","212","8","0","99","22","13","13","0"
"Taiwan","2021","3","7","73","7","2620","39","28","7","7","87","57","3","32","9","80","23","12","12","15","11","3","94","180","56","23","0","22","0","5","39","7","167","6","408","49","0","46","17","90","73","0","9","16","3","14","344","26","6","57","248","3","18","0"
"Tajikistan","2021","0","0","0","0","42","31","3","0","0","13","5","0","0","0","9","0","0","4","0","0","0","0","0","0","0","0","6","0","14","0","0","23","0","153","7","0","0","0","3","5","0","0","3","0","0","17","0","0","15","8","0","0","0"
"Tanzania","2021","4","0","18","0","34","6","7","0","0","33","12","0","0","3","16","8","20","12","16","0","0","42","24","9","17","0","5","0","0","4","0","13","3","31","14","3","27","0","0","15","0","3","0","6","7","86","0","0","16","15","0","11","0"
"Togo","2021","0","0","15","0","13","8","42","5","14","16","53","0","0","0","61","13","73","11","11","0","0","141","15","16","29","0","6","0","48","3","0","30","0","197","51","0","32","4","4","46","0","0","0","3","9","44","5","0","48","8","0","13","0"
"Tonga","2021","0","9","21","0","142","3","0","0","0","0","0","0","32","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","22","68","0","0","11","0","0","0"
"Tunisia","2021","0","0","8","0","74","0","7","0","0","34","6","0","3","0","9","5","0","0","0","5","0","13","5","17","4","0","0","0","0","0","0","16","3","45","4","0","8","4","0","34","0","0","0","0","3","22","0","0","26","12","0","9","0"
"Turkey","2021","5","0","49","6","572","33","79","26","14","273","69","0","6","0","106","27","6","11","16","11","5","85","165","53","20","0","20","0","4","18","16","469","10","519","48","4","45","10","29","111","0","7","13","0","22","226","9","6","146","80","0","12","0"
"Turkmenistan","2021","0","0","0","0","16","6","0","0","0","10","3","0","0","0","5","0","0","0","0","0","0","0","12","0","4","0","0","0","0","0","0","5","0","46","0","0","0","0","0","8","0","0","0","0","0","13","4","0","3","12","0","5","0"
"Thailand","2021","18","25","160","35","1671","120","63","9","11","381","113","8","84","19","153","95","54","36","66","21","21","108","184","110","264","17","70","9","87","125","24","81","20","363","120","21","95","51","97","143","0","23","31","60","62","434","46","0","189","290","12","204","7"
"Trinidad and Tobago","2021","13","6","20","4","109","11","61","14","14","764","110","0","0","0","21","21","0","0","17","17","0","211","96","19","5","0","5","0","0","5","4","280","0","1739","62","4","20","4","7","165","3","10","9","3","10","175","0","0","48","25","4","0","0"
"Uganda","2021","4","0","18","0","122","22","12","3","0","20","14","0","0","0","38","3","11","4","5","4","8","78","226","8","41","0","6","0","5","6","4","23","0","51","15","5","32","9","9","21","0","6","4","0","7","73","4","0","30","31","0","9","0"
"Ukraine","2021","8","21","45","3","1207","120","99","9","11","444","78","0","10","43","603","38","26","18","34","3","8","86","198","126","60","6","62","14","22","44","20","364","9","1253","122","6","196","21","177","407","0","0","47","45","29","192","16","3","129","743","5","45","0"
"United Arab Emirates","2021","0","0","18","3","156","6","11","0","0","38","18","0","0","0","33","3","4","5","3","3","0","17","21","25","10","0","0","0","0","3","0","46","0","54","14","0","25","4","0","24","0","0","0","0","6","114","3","0","31","22","0","5","0"
"United Kingdom","2021","29","16","252","29","2340","234","293","27","65","1272","280","0","38","34","243","106","21","34","61","29","45","186","463","237","95","12","75","23","16","98","88","417","43","1082","313","12","175","39","132","323","0","39","68","15","88","945","78","32","286","333","12","100","10"
"United States","2021","0","0","9","0","56","0","0","0","0","39","3","0","0","0","0","0","0","0","0","0","0","9","8","5","0","0","0","0","0","3","0","15","0","28","4","0","0","3","0","4","0","0","0","0","0","23","0","0","12","8","0","0","0"
"Uruguay","2021","0","0","12","4","43","6","26","0","3","337","49","0","0","0","6","0","0","0","0","0","0","21","48","5","3","0","0","0","0","3","5","179","0","73","18","0","9","0","4","19","5","3","11","0","3","31","27","4","26","3","0","6","0"
"Uzbekistan","2021","0","0","29","3","224","29","15","0","4","114","26","0","3","6","53","4","0","6","12","0","0","45","40","9","10","0","19","0","6","11","0","48","0","785","27","0","81","0","12","159","0","0","20","0","41","43","6","0","50","45","0","8","0"
"Venezuela","2021","23","5","79","10","427","83","61","14","14","5719","222","0","17","6","128","54","16","18","32","21","0","109","138","62","23","9","33","3","21","36","0","202","7","424","174","5","75","44","33","102","105","25","30","0","58","1106","87","0","159","61","4","22","0"
"Vietnam","2021","137","5","519","122","7524","340","144","33","21","1191","874","0","111","30","289","115","155","210","96","258","42","367","787","314","348","87","218","15","133","159","59","297","73","379","500","31","230","311","389","662","0","21","142","18","165","3946","100","14","739","1153","20","100","6"
"Yemen","2021","18","0","6","6","355","3","21","19","0","5","3","0","0","0","64","32","0","0","4","38","0","14","5","469","15","43","0","0","0","0","0","24","0","959","52","0","14","0","6","22","0","0","6","0","37","19","0","3","34","11","5","0","0"
"Zambia","2021","0","0","20","0","33","3","7","0","4","25","30","0","0","0","19","7","0","3","0","0","0","21","16","14","9","0","9","0","3","0","3","14","0","28","8","0","9","8","0","23","0","0","6","0","0","65","6","0","9","22","0","3","0"
"Zimbabwe","2021","0","0","19","0","62","8","10","0","4","53","42","0","0","3","11","23","4","11","9","0","3","42","35","16","7","0","15","0","14","0","4","20","0","33","24","10","24","10","9","28","0","0","3","0","11","140","6","0","36","8","4","6","0"
"Afghanistan","2020","8","0","89","0","991","106","41","4","8","74","121","0","0","19","66","32","21","12","26","5","7","120","46","11","32","0","31","0","33","45","5","37","9","221","48","6","69","4","20","58","0","0","11","0","32","469","42","0","844","119","0","14","0"
"Albania","2020","0","0","19","4","40","4","124","3","6","220","15","0","0","0","129","4","0","0","0","0","0","25","358","229","4","0","40","0","0","24","3","117","0","531","15","0","50","0","3","128","0","0","9","0","7","65","7","0","30","13","0","46","0"
"Algeria","2020","3","0","8","0","175","32","15","0","3","37","19","0","0","0","67","22","0","45","0","11","0","19","58","12","12","0","4","0","0","7","0","42","0","107","12","0","70","0","4","91","0","0","0","0","9","88","0","0","37","9","0","7","0"
"American Samoa","2020","0","13","3","0","34","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","0","0","0","0","9","9","0","4","37","0","0","0"
"Antigua and Barbuda","2020","0","0","0","0","6","0","6","0","0","39","8","0","0","0","0","0","0","0","0","3","0","10","5","0","0","0","0","0","0","0","0","9","0","93","3","0","5","0","0","10","0","0","0","0","4","13","0","0","3","0","0","0","0"
"Angola","2020","0","0","0","0","3","3","4","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","4","6","0","0","0","0","4","0","3","0","0","0","12","0","0","0","0","0","0","0"
"Argentina","2020","18","6","25","9","347","36","30","3","15","1099","43","0","8","7","52","14","5","3","4","13","0","72","46","10","17","3","13","0","6","60","0","90","4","208","55","0","20","3","13","40","12","7","18","0","24","186","94","0","55","33","3","5","0"
"Armenia","2020","0","0","6","0","1401","6","6","0","5","18","0","0","0","0","14","0","0","4","0","3","0","29","48","3","6","0","5","0","0","55","0","20","0","85","3","0","9","0","5","17","0","5","7","0","6","16","16","0","14","10","0","0","0"
"Australia","2020","9","0","31","5","363","54","18","0","4","73","33","0","13","5","48","17","5","5","7","5","0","21","39","12","26","0","17","3","0","31","7","32","4","127","35","0","16","5","16","18","0","0","9","4","30","113","37","3","26","73","0","9","0"
"Austria","2020","0","0","5","0","44","0","0","0","0","20","9","0","0","0","4","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","7","0","15","0","0","5","0","0","5","0","0","0","0","0","4","5","0","6","0","0","0","0"
"Azerbaijan","2020","0","0","10","0","127","3","5","0","3","9","11","0","0","0","11","0","0","0","0","0","0","21","17","4","0","0","6","0","0","4","0","9","3","86","9","0","7","0","5","10","0","0","3","0","0","33","6","0","11","16","0","3","0"
"Bahamas","2020","6","0","4","0","14","0","3","0","0","257","37","0","0","0","4","6","0","0","4","3","0","8","6","4","7","0","0","0","0","0","0","4","0","22","17","0","5","3","0","0","0","0","7","0","8","25","0","0","0","0","0","0","0"
"Bahrain","2020","0","0","3","0","13","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","15","0","0","5","0","0","0","0"
"Bangladesh","2020","30","0","70","9","367","12","118","10","8","291","231","0","4","0","54","18","8","9","0","21","0","209","148","376","20","6","13","0","0","20","0","371","5","3111","50","5","47","26","12","189","0","0","4","0","43","506","6","0","276","42","5","9","0"
"Barbados","2020","5","0","4","0","5","3","10","0","0","46","26","0","0","0","0","0","0","0","4","0","0","20","35","0","0","0","0","0","0","3","0","19","0","142","11","0","0","0","0","11","0","3","0","0","5","15","0","0","9","3","0","0","0"
"Belarus","2020","0","0","3","0","192","28","36","0","0","109","28","0","0","0","71","10","0","0","4","0","0","24","80","8","44","0","6","0","3","7","3","48","0","236","44","0","19","0","19","74","0","0","13","0","6","47","8","3","27","67","0","7","0"
